[INFO] [1783013370.615816289] [basic_navigator]: AMCL localizer: keeping current pose belief.
[INFO] [1783013377.271512076] [basic_navigator]: Nav2 is ready for use!
[INFO] [1783013377.272511245] [basic_navigator]: Nav2 active. Sending goal (3.0, 0.0).
[INFO] [1783013377.294865933] [basic_navigator]: Navigating to goal: 3.0 0.0...
[INFO] [1783013377.351636647] [basic_navigator]: NAVFN_PATH total=118 first5=['(0.00,0.00)', '(0.05,0.00)', '(0.08,0.00)', '(0.10,0.00)', '(0.13,0.00)'] last5=['(2.85,0.00)', '(2.88,0.00)', '(2.90,0.00)', '(2.95,0.00)', '(3.00,0.00)']
[INFO] [1783013377.549274530] [basic_navigator]: [  0.2s] dist=3.00m amcl=(0.00,0.00 yaw=0.00rad) odom=(0.00,0.00 yaw=0.00rad) nav=vx:0.102 wz:0.010 cmd=vx:0.086 wz:0.002
[INFO] [1783013383.144001377] [basic_navigator]: [  5.8s] dist=2.80m amcl=(0.19,-0.00 yaw=-0.01rad) odom=(0.19,-0.00 yaw=-0.01rad) nav=vx:0.101 wz:-0.014 cmd=vx:0.101 wz:-0.014
[INFO] [1783013383.350381462] [basic_navigator]: [  6.0s] dist=2.80m amcl=(0.19,-0.00 yaw=-0.01rad) odom=(0.19,-0.00 yaw=-0.01rad) nav=vx:0.101 wz:-0.038 cmd=vx:0.100 wz:-0.019
[INFO] [1783013383.562606559] [basic_navigator]: [  6.2s] dist=2.80m amcl=(0.20,-0.00 yaw=-0.02rad) odom=(0.20,-0.00 yaw=-0.02rad) nav=vx:0.102 wz:-0.051 cmd=vx:0.104 wz:-0.041
[INFO] [1783013383.767283209] [basic_navigator]: [  6.4s] dist=2.80m amcl=(0.21,-0.00 yaw=-0.02rad) odom=(0.21,-0.00 yaw=-0.02rad) nav=vx:0.103 wz:-0.049 cmd=vx:0.104 wz:-0.046
[INFO] [1783013383.972447158] [basic_navigator]: [  6.6s] dist=2.80m amcl=(0.22,-0.00 yaw=-0.02rad) odom=(0.22,-0.00 yaw=-0.02rad) nav=vx:0.102 wz:-0.030 cmd=vx:0.105 wz:-0.042
[INFO] [1783013384.183179305] [basic_navigator]: [  6.8s] dist=2.75m amcl=(0.23,-0.00 yaw=-0.03rad) odom=(0.23,-0.00 yaw=-0.03rad) nav=vx:0.100 wz:-0.022 cmd=vx:0.102 wz:-0.030
[INFO] [1783013384.390726495] [basic_navigator]: [  7.0s] dist=2.75m amcl=(0.24,-0.00 yaw=-0.03rad) odom=(0.24,-0.00 yaw=-0.03rad) nav=vx:0.103 wz:-0.026 cmd=vx:0.102 wz:-0.029
[INFO] [1783013384.595225587] [basic_navigator]: [  7.2s] dist=2.75m amcl=(0.24,-0.00 yaw=-0.03rad) odom=(0.25,-0.00 yaw=-0.03rad) nav=vx:0.104 wz:-0.032 cmd=vx:0.103 wz:-0.026
[INFO] [1783013384.799179210] [basic_navigator]: [  7.5s] dist=2.75m amcl=(0.25,-0.00 yaw=-0.03rad) odom=(0.25,-0.00 yaw=-0.03rad) nav=vx:0.104 wz:-0.042 cmd=vx:0.102 wz:-0.041
[INFO] [1783013385.004090346] [basic_navigator]: [  7.7s] dist=2.75m amcl=(0.26,-0.00 yaw=-0.03rad) odom=(0.26,-0.00 yaw=-0.04rad) nav=vx:0.102 wz:-0.051 cmd=vx:0.104 wz:-0.042
[INFO] [1783013385.211364764] [basic_navigator]: [  7.9s] dist=2.75m amcl=(0.26,-0.00 yaw=-0.04rad) odom=(0.27,-0.00 yaw=-0.04rad) nav=vx:0.106 wz:-0.057 cmd=vx:0.102 wz:-0.051
[INFO] [1783013385.417027772] [basic_navigator]: [  8.1s] dist=2.75m amcl=(0.27,-0.00 yaw=-0.04rad) odom=(0.27,-0.00 yaw=-0.04rad) nav=vx:0.102 wz:-0.046 cmd=vx:0.107 wz:-0.050
[INFO] [1783013385.620992157] [basic_navigator]: [  8.3s] dist=2.70m amcl=(0.28,-0.00 yaw=-0.04rad) odom=(0.28,-0.00 yaw=-0.04rad) nav=vx:0.109 wz:-0.056 cmd=vx:0.102 wz:-0.046
[INFO] [1783013385.828104037] [basic_navigator]: [  8.5s] dist=2.70m amcl=(0.28,-0.00 yaw=-0.05rad) odom=(0.28,-0.00 yaw=-0.05rad) nav=vx:0.107 wz:-0.067 cmd=vx:0.109 wz:-0.056
[INFO] [1783013386.030621091] [basic_navigator]: [  8.7s] dist=2.70m amcl=(0.29,-0.00 yaw=-0.05rad) odom=(0.29,-0.00 yaw=-0.05rad) nav=vx:0.113 wz:-0.101 cmd=vx:0.108 wz:-0.099
[INFO] [1783013386.241671375] [basic_navigator]: [  8.9s] dist=2.70m amcl=(0.30,-0.00 yaw=-0.05rad) odom=(0.30,-0.00 yaw=-0.06rad) nav=vx:0.114 wz:-0.097 cmd=vx:0.114 wz:0.059
[INFO] [1783013386.444280730] [basic_navigator]: [  9.1s] dist=2.70m amcl=(0.30,-0.00 yaw=-0.06rad) odom=(0.30,-0.00 yaw=-0.06rad) nav=vx:0.113 wz:-0.107 cmd=vx:0.113 wz:-0.125
[INFO] [1783013386.657489572] [basic_navigator]: [  9.3s] dist=2.70m amcl=(0.31,-0.00 yaw=-0.06rad) odom=(0.31,-0.00 yaw=-0.06rad) nav=vx:0.111 wz:-0.144 cmd=vx:0.111 wz:-0.132
[INFO] [1783013386.861076039] [basic_navigator]: [  9.5s] dist=2.70m amcl=(0.32,-0.00 yaw=-0.07rad) odom=(0.32,-0.01 yaw=-0.07rad) nav=vx:0.125 wz:-0.297 cmd=vx:0.112 wz:-0.219
[INFO] [1783013387.063464930] [basic_navigator]: [  9.7s] dist=2.65m amcl=(0.33,-0.01 yaw=-0.10rad) odom=(0.33,-0.01 yaw=-0.10rad) nav=vx:0.163 wz:-0.458 cmd=vx:0.139 wz:-0.404
[INFO] [1783013387.271554135] [basic_navigator]: [  9.9s] dist=2.65m amcl=(0.35,-0.01 yaw=-0.14rad) odom=(0.35,-0.01 yaw=-0.14rad) nav=vx:0.189 wz:-0.471 cmd=vx:0.189 wz:-0.471
[INFO] [1783013387.475002066] [basic_navigator]: [ 10.1s] dist=2.65m amcl=(0.36,-0.01 yaw=-0.17rad) odom=(0.36,-0.01 yaw=-0.18rad) nav=vx:0.237 wz:-0.461 cmd=vx:0.000 wz:-0.151
[INFO] [1783013387.683362405] [basic_navigator]: [ 10.3s] dist=2.65m amcl=(0.37,-0.01 yaw=-0.22rad) odom=(0.37,-0.01 yaw=-0.22rad) nav=vx:0.261 wz:-0.416 cmd=vx:0.240 wz:-0.427
[INFO] [1783013387.891437888] [basic_navigator]: [ 10.5s] dist=2.60m amcl=(0.39,-0.02 yaw=-0.25rad) odom=(0.39,-0.02 yaw=-0.25rad) nav=vx:0.000 wz:1.900 cmd=vx:0.261 wz:-0.416
[INFO] [1783013388.094317353] [basic_navigator]: [ 10.7s] dist=2.60m amcl=(0.41,-0.02 yaw=-0.27rad) odom=(0.41,-0.02 yaw=-0.28rad) nav=vx:0.318 wz:-0.367 cmd=vx:0.149 wz:-0.248
[INFO] [1783013388.297136081] [basic_navigator]: [ 11.0s] dist=2.58m amcl=(0.42,-0.03 yaw=-0.30rad) odom=(0.42,-0.03 yaw=-0.30rad) nav=vx:0.337 wz:-0.330 cmd=vx:0.318 wz:-0.367
[INFO] [1783013388.510115748] [basic_navigator]: [ 11.2s] dist=2.55m amcl=(0.45,-0.03 yaw=-0.32rad) odom=(0.45,-0.03 yaw=-0.32rad) nav=vx:0.366 wz:-0.301 cmd=vx:0.346 wz:-0.327
[INFO] [1783013388.713902716] [basic_navigator]: [ 11.4s] dist=2.57m amcl=(0.47,-0.04 yaw=-0.34rad) odom=(0.47,-0.04 yaw=-0.34rad) nav=vx:0.387 wz:-0.271 cmd=vx:0.366 wz:-0.301
[INFO] [1783013388.918114382] [basic_navigator]: [ 11.6s] dist=2.52m amcl=(0.49,-0.05 yaw=-0.36rad) odom=(0.50,-0.05 yaw=-0.37rad) nav=vx:0.000 wz:1.900 cmd=vx:0.387 wz:-0.271
[INFO] [1783013389.123642344] [basic_navigator]: [ 11.8s] dist=2.50m amcl=(0.52,-0.06 yaw=-0.38rad) odom=(0.52,-0.06 yaw=-0.38rad) nav=vx:0.417 wz:-0.164 cmd=vx:0.277 wz:-0.092
[INFO] [1783013389.327299515] [basic_navigator]: [ 12.0s] dist=2.47m amcl=(0.54,-0.07 yaw=-0.39rad) odom=(0.56,-0.08 yaw=-0.39rad) nav=vx:0.000 wz:1.900 cmd=vx:0.417 wz:-0.164
[INFO] [1783013389.534523481] [basic_navigator]: [ 12.2s] dist=2.45m amcl=(0.58,-0.09 yaw=-0.40rad) odom=(0.59,-0.09 yaw=-0.40rad) nav=vx:0.000 wz:0.000 cmd=vx:0.301 wz:0.010
[INFO] [1783013389.739943178] [basic_navigator]: [ 12.4s] dist=2.42m amcl=(0.61,-0.10 yaw=-0.40rad) odom=(0.61,-0.10 yaw=-0.40rad) nav=vx:0.126 wz:0.031 cmd=vx:0.051 wz:0.000
[INFO] [1783013389.943115925] [basic_navigator]: [ 12.6s] dist=2.40m amcl=(0.62,-0.10 yaw=-0.40rad) odom=(0.62,-0.10 yaw=-0.40rad) nav=vx:0.306 wz:0.072 cmd=vx:0.231 wz:0.056
[INFO] [1783013390.146184700] [basic_navigator]: [ 12.8s] dist=2.40m amcl=(0.64,-0.11 yaw=-0.40rad) odom=(0.64,-0.11 yaw=-0.40rad) nav=vx:0.000 wz:0.000 cmd=vx:0.352 wz:0.070
[INFO] [1783013390.349334742] [basic_navigator]: [ 13.0s] dist=2.37m amcl=(0.65,-0.11 yaw=-0.39rad) odom=(0.66,-0.12 yaw=-0.39rad) nav=vx:0.000 wz:1.900 cmd=vx:0.227 wz:0.000
[INFO] [1783013390.554487602] [basic_navigator]: [ 13.2s] dist=2.37m amcl=(0.66,-0.12 yaw=-0.38rad) odom=(0.66,-0.12 yaw=-0.38rad) nav=vx:0.276 wz:-0.043 cmd=vx:0.223 wz:0.000
[INFO] [1783013390.760129014] [basic_navigator]: [ 13.4s] dist=2.35m amcl=(0.66,-0.12 yaw=-0.38rad) odom=(0.66,-0.12 yaw=-0.38rad) nav=vx:0.344 wz:-0.034 cmd=vx:0.276 wz:-0.043
[INFO] [1783013390.969074287] [basic_navigator]: [ 13.6s] dist=2.35m amcl=(0.68,-0.13 yaw=-0.38rad) odom=(0.68,-0.13 yaw=-0.38rad) nav=vx:0.435 wz:-0.079 cmd=vx:0.344 wz:-0.034
[INFO] [1783013391.173249038] [basic_navigator]: [ 13.8s] dist=2.32m amcl=(0.70,-0.14 yaw=-0.39rad) odom=(0.70,-0.14 yaw=-0.39rad) nav=vx:0.000 wz:1.900 cmd=vx:0.185 wz:0.000
[INFO] [1783013391.383859628] [basic_navigator]: [ 14.0s] dist=2.32m amcl=(0.71,-0.14 yaw=-0.38rad) odom=(0.71,-0.14 yaw=-0.38rad) nav=vx:0.272 wz:0.033 cmd=vx:0.125 wz:0.160
[INFO] [1783013391.587180635] [basic_navigator]: [ 14.2s] dist=2.30m amcl=(0.72,-0.14 yaw=-0.37rad) odom=(0.72,-0.15 yaw=-0.37rad) nav=vx:0.408 wz:-0.077 cmd=vx:0.314 wz:0.024
[INFO] [1783013391.793902729] [basic_navigator]: [ 14.4s] dist=2.28m amcl=(0.74,-0.15 yaw=-0.38rad) odom=(0.74,-0.15 yaw=-0.38rad) nav=vx:0.000 wz:0.000 cmd=vx:0.189 wz:-0.077
[INFO] [1783013391.996976685] [basic_navigator]: [ 14.7s] dist=2.28m amcl=(0.76,-0.16 yaw=-0.38rad) odom=(0.76,-0.16 yaw=-0.38rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013392.211350784] [basic_navigator]: [ 14.9s] dist=2.28m amcl=(0.76,-0.16 yaw=-0.38rad) odom=(0.76,-0.16 yaw=-0.38rad) nav=vx:0.223 wz:-0.056 cmd=vx:0.000 wz:0.000
[INFO] [1783013392.416485923] [basic_navigator]: [ 15.1s] dist=2.25m amcl=(0.77,-0.16 yaw=-0.38rad) odom=(0.77,-0.16 yaw=-0.38rad) nav=vx:0.413 wz:-0.158 cmd=vx:0.332 wz:-0.082
[INFO] [1783013392.625294072] [basic_navigator]: [ 15.3s] dist=2.25m amcl=(0.79,-0.17 yaw=-0.39rad) odom=(0.79,-0.17 yaw=-0.39rad) nav=vx:0.000 wz:0.000 cmd=vx:0.413 wz:-0.158
[INFO] [1783013392.828939470] [basic_navigator]: [ 15.5s] dist=2.24m amcl=(0.82,-0.18 yaw=-0.40rad) odom=(0.82,-0.18 yaw=-0.40rad) nav=vx:0.220 wz:0.000 cmd=vx:0.000 wz:-0.160
[INFO] [1783013393.035429852] [basic_navigator]: [ 15.7s] dist=2.24m amcl=(0.82,-0.18 yaw=-0.41rad) odom=(0.82,-0.18 yaw=-0.41rad) nav=vx:0.316 wz:-0.030 cmd=vx:0.220 wz:0.000
[INFO] [1783013393.240006569] [basic_navigator]: [ 15.9s] dist=2.20m amcl=(0.84,-0.19 yaw=-0.41rad) odom=(0.84,-0.19 yaw=-0.41rad) nav=vx:0.417 wz:-0.103 cmd=vx:0.191 wz:-0.190
[INFO] [1783013393.445187896] [basic_navigator]: [ 16.1s] dist=2.17m amcl=(0.86,-0.20 yaw=-0.42rad) odom=(0.86,-0.20 yaw=-0.42rad) nav=vx:0.445 wz:-0.111 cmd=vx:0.441 wz:-0.112
[INFO] [1783013393.649154009] [basic_navigator]: [ 16.3s] dist=2.15m amcl=(0.90,-0.22 yaw=-0.43rad) odom=(0.90,-0.22 yaw=-0.43rad) nav=vx:0.000 wz:0.000 cmd=vx:0.195 wz:-0.431
[INFO] [1783013393.853549342] [basic_navigator]: [ 16.5s] dist=2.14m amcl=(0.91,-0.22 yaw=-0.44rad) odom=(0.91,-0.22 yaw=-0.44rad) nav=vx:0.217 wz:-0.054 cmd=vx:0.000 wz:-0.271
[INFO] [1783013394.058549137] [basic_navigator]: [ 16.7s] dist=2.14m amcl=(0.91,-0.23 yaw=-0.46rad) odom=(0.91,-0.23 yaw=-0.46rad) nav=vx:0.319 wz:-0.062 cmd=vx:0.217 wz:-0.111
[INFO] [1783013394.271407366] [basic_navigator]: [ 16.9s] dist=2.10m amcl=(0.94,-0.24 yaw=-0.47rad) odom=(0.94,-0.24 yaw=-0.47rad) nav=vx:0.000 wz:0.000 cmd=vx:0.069 wz:0.000
[INFO] [1783013394.474973814] [basic_navigator]: [ 17.1s] dist=2.10m amcl=(0.94,-0.24 yaw=-0.47rad) odom=(0.94,-0.24 yaw=-0.47rad) nav=vx:0.208 wz:-0.005 cmd=vx:0.104 wz:0.038
[INFO] [1783013394.678213516] [basic_navigator]: [ 17.3s] dist=2.10m amcl=(0.95,-0.24 yaw=-0.47rad) odom=(0.95,-0.24 yaw=-0.47rad) nav=vx:0.130 wz:-0.017 cmd=vx:0.083 wz:-0.165
[INFO] [1783013394.886279232] [basic_navigator]: [ 17.5s] dist=2.11m amcl=(0.95,-0.24 yaw=-0.48rad) odom=(0.95,-0.24 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.125 wz:-0.017
[INFO] [1783013395.091477747] [basic_navigator]: [ 17.7s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.107 wz:0.031 cmd=vx:0.107 wz:0.031
[INFO] [1783013395.299410086] [basic_navigator]: [ 18.0s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013395.508656350] [basic_navigator]: [ 18.2s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013395.715268697] [basic_navigator]: [ 18.4s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013395.918731649] [basic_navigator]: [ 18.6s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013396.123759564] [basic_navigator]: [ 18.8s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013396.328126797] [basic_navigator]: [ 19.0s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013396.532088255] [basic_navigator]: [ 19.2s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013396.735002338] [basic_navigator]: [ 19.4s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013396.938042474] [basic_navigator]: [ 19.6s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013397.141255736] [basic_navigator]: [ 19.8s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013397.347804441] [basic_navigator]: [ 20.0s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013397.551342245] [basic_navigator]: [ 20.2s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013397.755289386] [basic_navigator]: [ 20.4s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013397.960681892] [basic_navigator]: [ 20.6s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013398.164548130] [basic_navigator]: [ 20.8s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013398.368917488] [basic_navigator]: [ 21.0s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013398.572368089] [basic_navigator]: [ 21.2s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013398.777646512] [basic_navigator]: [ 21.4s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013398.983606989] [basic_navigator]: [ 21.6s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013399.189560492] [basic_navigator]: [ 21.8s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
[INFO] [1783013399.406631612] [basic_navigator]: [ 22.1s] dist=2.11m amcl=(0.96,-0.25 yaw=-0.48rad) odom=(0.96,-0.25 yaw=-0.48rad) nav=vx:0.000 wz:0.000 cmd=vx:0.000 wz:0.000
