[INFO] [1783012940.348528884] [basic_navigator]: AMCL localizer: keeping current pose belief.
[INFO] [1783012945.367553495] [basic_navigator]: Nav2 is ready for use!
[INFO] [1783012945.368412567] [basic_navigator]: Nav2 active. Sending goal (3.0, 0.0).
[INFO] [1783012945.376475691] [basic_navigator]: Navigating to goal: 3.0 0.0...
[INFO] [1783012945.392463448] [basic_navigator]: NAVFN_PATH total=238 first5=['(-3.00,0.00)', '(-2.95,0.00)', '(-2.92,0.00)', '(-2.90,0.00)', '(-2.87,0.00)'] last5=['(2.85,0.00)', '(2.88,0.00)', '(2.90,0.00)', '(2.95,0.00)', '(3.00,0.00)']
[INFO] [1783012945.583455646] [basic_navigator]: [  0.2s] dist=6.00m amcl=(-2.99,0.00 yaw=0.00rad) odom=(0.01,0.00 yaw=0.00rad) nav=vx:0.102 wz:0.010 cmd=vx:0.102 wz:0.010
[INFO] [1783012950.240210240] [basic_navigator]: [  4.9s] dist=5.57m amcl=(-2.56,0.00 yaw=-0.02rad) odom=(0.44,0.00 yaw=-0.02rad) nav=vx:0.105 wz:-0.016 cmd=vx:0.101 wz:-0.016
[INFO] [1783012950.443064534] [basic_navigator]: [  5.1s] dist=5.55m amcl=(-2.55,-0.00 yaw=-0.02rad) odom=(0.45,-0.00 yaw=-0.02rad) nav=vx:0.103 wz:-0.022 cmd=vx:0.103 wz:-0.022
[INFO] [1783012950.646584065] [basic_navigator]: [  5.3s] dist=5.55m amcl=(-2.53,-0.00 yaw=-0.03rad) odom=(0.47,-0.00 yaw=-0.03rad) nav=vx:0.101 wz:-0.025 cmd=vx:0.101 wz:-0.025
[INFO] [1783012950.849130189] [basic_navigator]: [  5.5s] dist=5.50m amcl=(-2.51,-0.00 yaw=-0.03rad) odom=(0.49,-0.00 yaw=-0.03rad) nav=vx:0.108 wz:-0.019 cmd=vx:0.108 wz:-0.019
[INFO] [1783012951.051737527] [basic_navigator]: [  5.7s] dist=5.50m amcl=(-2.49,-0.00 yaw=-0.04rad) odom=(0.51,-0.00 yaw=-0.04rad) nav=vx:0.104 wz:-0.025 cmd=vx:0.104 wz:-0.025
[INFO] [1783012951.254275824] [basic_navigator]: [  5.9s] dist=5.47m amcl=(-2.48,-0.00 yaw=-0.04rad) odom=(0.52,-0.00 yaw=-0.04rad) nav=vx:0.100 wz:-0.024 cmd=vx:0.100 wz:-0.024
[INFO] [1783012951.456284786] [basic_navigator]: [  6.1s] dist=5.45m amcl=(-2.46,-0.00 yaw=-0.05rad) odom=(0.54,-0.00 yaw=-0.05rad) nav=vx:0.104 wz:-0.058 cmd=vx:0.104 wz:-0.058
[INFO] [1783012951.662513467] [basic_navigator]: [  6.3s] dist=5.45m amcl=(-2.44,-0.00 yaw=-0.06rad) odom=(0.56,-0.00 yaw=-0.06rad) nav=vx:0.105 wz:-0.077 cmd=vx:0.105 wz:-0.077
[INFO] [1783012951.864944882] [basic_navigator]: [  6.5s] dist=5.40m amcl=(-2.42,-0.01 yaw=-0.07rad) odom=(0.58,-0.01 yaw=-0.07rad) nav=vx:0.105 wz:-0.099 cmd=vx:0.105 wz:-0.099
[INFO] [1783012952.067760340] [basic_navigator]: [  6.7s] dist=5.40m amcl=(-2.40,-0.01 yaw=-0.09rad) odom=(0.60,-0.01 yaw=-0.09rad) nav=vx:0.100 wz:-0.098 cmd=vx:0.100 wz:-0.098
[INFO] [1783012952.271084307] [basic_navigator]: [  6.9s] dist=5.40m amcl=(-2.39,-0.01 yaw=-0.11rad) odom=(0.61,-0.01 yaw=-0.11rad) nav=vx:0.102 wz:-0.171 cmd=vx:0.102 wz:-0.171
[INFO] [1783012952.473470239] [basic_navigator]: [  7.1s] dist=5.38m amcl=(-2.37,-0.01 yaw=-0.14rad) odom=(0.63,-0.01 yaw=-0.14rad) nav=vx:0.116 wz:-0.395 cmd=vx:0.116 wz:-0.395
[INFO] [1783012952.676313302] [basic_navigator]: [  7.3s] dist=5.35m amcl=(-2.35,-0.01 yaw=-0.22rad) odom=(0.65,-0.01 yaw=-0.22rad) nav=vx:0.120 wz:-0.509 cmd=vx:0.120 wz:-0.509
[INFO] [1783012952.879369573] [basic_navigator]: [  7.5s] dist=5.35m amcl=(-2.34,-0.02 yaw=-0.29rad) odom=(0.66,-0.02 yaw=-0.29rad) nav=vx:0.121 wz:-0.534 cmd=vx:0.122 wz:-0.528
[INFO] [1783012953.082735834] [basic_navigator]: [  7.7s] dist=5.30m amcl=(-2.32,-0.02 yaw=-0.36rad) odom=(0.68,-0.02 yaw=-0.38rad) nav=vx:0.112 wz:-0.567 cmd=vx:0.112 wz:-0.567
[INFO] [1783012953.285255436] [basic_navigator]: [  7.9s] dist=5.30m amcl=(-2.30,-0.03 yaw=-0.46rad) odom=(0.70,-0.03 yaw=-0.48rad) nav=vx:0.100 wz:-0.582 cmd=vx:0.100 wz:-0.582
[INFO] [1783012953.488426897] [basic_navigator]: [  8.1s] dist=5.30m amcl=(-2.29,-0.04 yaw=-0.56rad) odom=(0.71,-0.04 yaw=-0.56rad) nav=vx:0.099 wz:-0.558 cmd=vx:0.099 wz:-0.558
[INFO] [1783012953.690987466] [basic_navigator]: [  8.3s] dist=5.27m amcl=(-2.27,-0.05 yaw=-0.65rad) odom=(0.73,-0.05 yaw=-0.65rad) nav=vx:0.106 wz:-0.487 cmd=vx:0.106 wz:-0.487
[INFO] [1783012953.893016356] [basic_navigator]: [  8.5s] dist=5.27m amcl=(-2.26,-0.06 yaw=-0.73rad) odom=(0.74,-0.06 yaw=-0.73rad) nav=vx:0.104 wz:-0.378 cmd=vx:0.104 wz:-0.378
[INFO] [1783012954.094882397] [basic_navigator]: [  8.7s] dist=5.27m amcl=(-2.24,-0.07 yaw=-0.78rad) odom=(0.76,-0.08 yaw=-0.79rad) nav=vx:0.107 wz:-0.271 cmd=vx:0.107 wz:-0.271
[INFO] [1783012954.297681145] [basic_navigator]: [  8.9s] dist=5.25m amcl=(-2.23,-0.09 yaw=-0.83rad) odom=(0.77,-0.09 yaw=-0.83rad) nav=vx:0.145 wz:-0.161 cmd=vx:0.145 wz:-0.161
[INFO] [1783012954.500358812] [basic_navigator]: [  9.1s] dist=5.25m amcl=(-2.21,-0.11 yaw=-0.85rad) odom=(0.79,-0.11 yaw=-0.85rad) nav=vx:0.122 wz:-0.091 cmd=vx:0.122 wz:-0.091
[INFO] [1783012954.703878144] [basic_navigator]: [  9.3s] dist=5.22m amcl=(-2.20,-0.12 yaw=-0.86rad) odom=(0.80,-0.12 yaw=-0.86rad) nav=vx:0.152 wz:-0.056 cmd=vx:0.152 wz:-0.056
[INFO] [1783012954.911294010] [basic_navigator]: [  9.5s] dist=5.20m amcl=(-2.19,-0.14 yaw=-0.87rad) odom=(0.81,-0.14 yaw=-0.87rad) nav=vx:0.106 wz:-0.042 cmd=vx:0.106 wz:-0.042
[INFO] [1783012955.117013151] [basic_navigator]: [  9.7s] dist=5.20m amcl=(-2.18,-0.15 yaw=-0.88rad) odom=(0.82,-0.15 yaw=-0.88rad) nav=vx:0.103 wz:-0.010 cmd=vx:0.099 wz:-0.010
[INFO] [1783012955.319241259] [basic_navigator]: [  9.9s] dist=5.20m amcl=(-2.16,-0.17 yaw=-0.88rad) odom=(0.84,-0.17 yaw=-0.88rad) nav=vx:0.136 wz:0.008 cmd=vx:0.110 wz:-0.005
[INFO] [1783012955.522061573] [basic_navigator]: [ 10.1s] dist=5.17m amcl=(-2.15,-0.18 yaw=-0.88rad) odom=(0.85,-0.18 yaw=-0.88rad) nav=vx:0.153 wz:-0.008 cmd=vx:0.147 wz:-0.007
[INFO] [1783012955.724363762] [basic_navigator]: [ 10.3s] dist=5.19m amcl=(-2.13,-0.20 yaw=-0.88rad) odom=(0.87,-0.20 yaw=-0.88rad) nav=vx:0.116 wz:0.011 cmd=vx:0.155 wz:0.030
[INFO] [1783012955.926227788] [basic_navigator]: [ 10.5s] dist=5.15m amcl=(-2.12,-0.22 yaw=-0.87rad) odom=(0.88,-0.22 yaw=-0.88rad) nav=vx:0.096 wz:-0.017 cmd=vx:0.101 wz:0.001
[INFO] [1783012956.128870696] [basic_navigator]: [ 10.7s] dist=5.15m amcl=(-2.11,-0.23 yaw=-0.88rad) odom=(0.89,-0.23 yaw=-0.88rad) nav=vx:0.099 wz:-0.011 cmd=vx:0.098 wz:-0.015
[INFO] [1783012956.331206804] [basic_navigator]: [ 10.9s] dist=5.15m amcl=(-2.10,-0.25 yaw=-0.88rad) odom=(0.91,-0.25 yaw=-0.88rad) nav=vx:0.109 wz:-0.011 cmd=vx:0.102 wz:-0.022
[INFO] [1783012956.533534286] [basic_navigator]: [ 11.2s] dist=5.12m amcl=(-2.08,-0.27 yaw=-0.88rad) odom=(0.92,-0.27 yaw=-0.88rad) nav=vx:0.122 wz:-0.005 cmd=vx:0.122 wz:-0.005
[INFO] [1783012956.736566251] [basic_navigator]: [ 11.4s] dist=5.10m amcl=(-2.07,-0.28 yaw=-0.88rad) odom=(0.93,-0.28 yaw=-0.88rad) nav=vx:0.104 wz:0.016 cmd=vx:0.127 wz:-0.011
[INFO] [1783012956.939117668] [basic_navigator]: [ 11.6s] dist=5.10m amcl=(-2.06,-0.30 yaw=-0.88rad) odom=(0.94,-0.30 yaw=-0.88rad) nav=vx:0.098 wz:0.002 cmd=vx:0.100 wz:0.013
[INFO] [1783012957.142077724] [basic_navigator]: [ 11.8s] dist=5.10m amcl=(-2.05,-0.31 yaw=-0.88rad) odom=(0.95,-0.31 yaw=-0.88rad) nav=vx:0.100 wz:-0.002 cmd=vx:0.099 wz:0.003
[INFO] [1783012957.343763301] [basic_navigator]: [ 12.0s] dist=5.10m amcl=(-2.04,-0.32 yaw=-0.88rad) odom=(0.96,-0.32 yaw=-0.88rad) nav=vx:0.100 wz:-0.027 cmd=vx:0.100 wz:-0.030
[INFO] [1783012957.546694551] [basic_navigator]: [ 12.2s] dist=5.07m amcl=(-2.02,-0.34 yaw=-0.89rad) odom=(0.98,-0.34 yaw=-0.89rad) nav=vx:0.119 wz:-0.002 cmd=vx:0.119 wz:-0.002
[INFO] [1783012957.750192517] [basic_navigator]: [ 12.4s] dist=5.06m amcl=(-2.01,-0.35 yaw=-0.89rad) odom=(0.99,-0.35 yaw=-0.89rad) nav=vx:0.114 wz:0.033 cmd=vx:0.114 wz:0.033
[INFO] [1783012957.953686826] [basic_navigator]: [ 12.6s] dist=5.06m amcl=(-2.00,-0.37 yaw=-0.88rad) odom=(1.00,-0.37 yaw=-0.89rad) nav=vx:0.101 wz:0.007 cmd=vx:0.101 wz:0.007
[INFO] [1783012958.156362889] [basic_navigator]: [ 12.8s] dist=5.06m amcl=(-1.99,-0.38 yaw=-0.88rad) odom=(1.02,-0.38 yaw=-0.89rad) nav=vx:0.121 wz:-0.010 cmd=vx:0.121 wz:-0.010
[INFO] [1783012958.359192704] [basic_navigator]: [ 13.0s] dist=5.02m amcl=(-1.97,-0.40 yaw=-0.89rad) odom=(1.03,-0.40 yaw=-0.89rad) nav=vx:0.129 wz:-0.001 cmd=vx:0.129 wz:-0.001
[INFO] [1783012958.561916928] [basic_navigator]: [ 13.2s] dist=5.02m amcl=(-1.96,-0.42 yaw=-0.89rad) odom=(1.04,-0.42 yaw=-0.89rad) nav=vx:0.142 wz:0.022 cmd=vx:0.142 wz:0.022
[INFO] [1783012958.763234981] [basic_navigator]: [ 13.4s] dist=5.03m amcl=(-1.94,-0.44 yaw=-0.88rad) odom=(1.06,-0.44 yaw=-0.88rad) nav=vx:0.156 wz:-0.008 cmd=vx:0.156 wz:-0.008
[INFO] [1783012958.965970576] [basic_navigator]: [ 13.6s] dist=5.00m amcl=(-1.92,-0.46 yaw=-0.88rad) odom=(1.08,-0.46 yaw=-0.88rad) nav=vx:0.116 wz:0.017 cmd=vx:0.116 wz:0.017
[INFO] [1783012959.168960399] [basic_navigator]: [ 13.8s] dist=5.00m amcl=(-1.91,-0.47 yaw=-0.88rad) odom=(1.09,-0.47 yaw=-0.88rad) nav=vx:0.103 wz:-0.001 cmd=vx:0.103 wz:-0.001
[INFO] [1783012959.371803904] [basic_navigator]: [ 14.0s] dist=4.97m amcl=(-1.90,-0.49 yaw=-0.88rad) odom=(1.10,-0.49 yaw=-0.88rad) nav=vx:0.119 wz:0.002 cmd=vx:0.119 wz:0.002
[INFO] [1783012959.573567729] [basic_navigator]: [ 14.2s] dist=4.97m amcl=(-1.88,-0.51 yaw=-0.88rad) odom=(1.12,-0.51 yaw=-0.88rad) nav=vx:0.120 wz:0.041 cmd=vx:0.120 wz:0.041
[INFO] [1783012959.775661630] [basic_navigator]: [ 14.4s] dist=4.93m amcl=(-1.87,-0.52 yaw=-0.87rad) odom=(1.13,-0.52 yaw=-0.87rad) nav=vx:0.137 wz:0.013 cmd=vx:0.137 wz:0.013
[INFO] [1783012959.978431264] [basic_navigator]: [ 14.6s] dist=4.93m amcl=(-1.86,-0.54 yaw=-0.87rad) odom=(1.14,-0.54 yaw=-0.87rad) nav=vx:0.119 wz:-0.009 cmd=vx:0.119 wz:-0.009
[INFO] [1783012960.181375801] [basic_navigator]: [ 14.8s] dist=4.93m amcl=(-1.84,-0.56 yaw=-0.87rad) odom=(1.16,-0.56 yaw=-0.87rad) nav=vx:0.124 wz:0.014 cmd=vx:0.124 wz:0.014
[INFO] [1783012960.386846298] [basic_navigator]: [ 15.0s] dist=4.90m amcl=(-1.83,-0.58 yaw=-0.87rad) odom=(1.17,-0.58 yaw=-0.87rad) nav=vx:0.148 wz:0.005 cmd=vx:0.148 wz:0.005
[INFO] [1783012960.589440119] [basic_navigator]: [ 15.2s] dist=4.90m amcl=(-1.81,-0.60 yaw=-0.87rad) odom=(1.19,-0.60 yaw=-0.87rad) nav=vx:0.167 wz:-0.006 cmd=vx:0.167 wz:-0.006
[INFO] [1783012960.793853131] [basic_navigator]: [ 15.4s] dist=4.87m amcl=(-1.79,-0.62 yaw=-0.87rad) odom=(1.21,-0.61 yaw=-0.87rad) nav=vx:0.183 wz:-0.004 cmd=vx:0.183 wz:-0.004
[INFO] [1783012960.996639905] [basic_navigator]: [ 15.6s] dist=4.91m amcl=(-1.78,-0.64 yaw=-0.87rad) odom=(1.22,-0.64 yaw=-0.87rad) nav=vx:0.130 wz:0.011 cmd=vx:0.130 wz:0.011
[INFO] [1783012961.202487718] [basic_navigator]: [ 15.8s] dist=4.87m amcl=(-1.76,-0.65 yaw=-0.87rad) odom=(1.24,-0.65 yaw=-0.87rad) nav=vx:0.128 wz:-0.021 cmd=vx:0.128 wz:-0.021
[INFO] [1783012961.405293582] [basic_navigator]: [ 16.0s] dist=4.87m amcl=(-1.75,-0.67 yaw=-0.88rad) odom=(1.25,-0.67 yaw=-0.88rad) nav=vx:0.142 wz:-0.023 cmd=vx:0.142 wz:-0.023
[INFO] [1783012961.608285670] [basic_navigator]: [ 16.2s] dist=4.84m amcl=(-1.73,-0.69 yaw=-0.88rad) odom=(1.27,-0.69 yaw=-0.88rad) nav=vx:0.167 wz:-0.007 cmd=vx:0.167 wz:-0.007
[INFO] [1783012961.811272337] [basic_navigator]: [ 16.4s] dist=4.84m amcl=(-1.72,-0.71 yaw=-0.88rad) odom=(1.28,-0.71 yaw=-0.88rad) nav=vx:0.215 wz:0.022 cmd=vx:0.215 wz:0.022
[INFO] [1783012962.013996355] [basic_navigator]: [ 16.6s] dist=4.80m amcl=(-1.69,-0.74 yaw=-0.88rad) odom=(1.31,-0.74 yaw=-0.88rad) nav=vx:0.199 wz:-0.013 cmd=vx:0.229 wz:-0.004
[INFO] [1783012962.216908130] [basic_navigator]: [ 16.8s] dist=4.80m amcl=(-1.66,-0.77 yaw=-0.88rad) odom=(1.34,-0.77 yaw=-0.88rad) nav=vx:0.249 wz:0.045 cmd=vx:0.198 wz:0.015
[INFO] [1783012962.419489743] [basic_navigator]: [ 17.0s] dist=4.75m amcl=(-1.64,-0.80 yaw=-0.87rad) odom=(1.36,-0.80 yaw=-0.87rad) nav=vx:0.312 wz:0.035 cmd=vx:0.278 wz:0.070
[INFO] [1783012962.624172889] [basic_navigator]: [ 17.2s] dist=4.72m amcl=(-1.60,-0.84 yaw=-0.86rad) odom=(1.40,-0.84 yaw=-0.86rad) nav=vx:0.330 wz:-0.031 cmd=vx:0.334 wz:0.019
[INFO] [1783012962.829713169] [basic_navigator]: [ 17.4s] dist=4.70m amcl=(-1.57,-0.88 yaw=-0.87rad) odom=(1.43,-0.89 yaw=-0.87rad) nav=vx:0.330 wz:-0.083 cmd=vx:0.080 wz:-0.142
[INFO] [1783012963.032420777] [basic_navigator]: [ 17.7s] dist=4.70m amcl=(-1.54,-0.92 yaw=-0.89rad) odom=(1.46,-0.92 yaw=-0.89rad) nav=vx:0.385 wz:-0.094 cmd=vx:0.345 wz:-0.116
[INFO] [1783012963.234641608] [basic_navigator]: [ 17.9s] dist=4.65m amcl=(-1.49,-0.98 yaw=-0.91rad) odom=(1.51,-0.98 yaw=-0.91rad) nav=vx:0.471 wz:-0.058 cmd=vx:0.471 wz:-0.058
[INFO] [1783012963.438218828] [basic_navigator]: [ 18.1s] dist=4.60m amcl=(-1.44,-1.04 yaw=-0.92rad) odom=(1.56,-1.04 yaw=-0.92rad) nav=vx:0.500 wz:-0.132 cmd=vx:0.500 wz:-0.132
[INFO] [1783012963.641436954] [basic_navigator]: [ 18.3s] dist=4.57m amcl=(-1.39,-1.11 yaw=-0.95rad) odom=(1.61,-1.11 yaw=-0.95rad) nav=vx:0.451 wz:-0.586 cmd=vx:0.490 wz:-0.384
[INFO] [1783012963.843690709] [basic_navigator]: [ 18.5s] dist=4.57m amcl=(-1.34,-1.19 yaw=-1.08rad) odom=(1.66,-1.19 yaw=-1.08rad) nav=vx:0.389 wz:-0.878 cmd=vx:0.433 wz:-0.856
[INFO] [1783012964.046241695] [basic_navigator]: [ 18.7s] dist=4.54m amcl=(-1.31,-1.24 yaw=-1.22rad) odom=(1.68,-1.25 yaw=-1.23rad) nav=vx:0.245 wz:-0.839 cmd=vx:0.245 wz:-0.839
[INFO] [1783012964.248482620] [basic_navigator]: [ 18.9s] dist=4.54m amcl=(-1.30,-1.29 yaw=-1.35rad) odom=(1.70,-1.30 yaw=-1.38rad) nav=vx:0.415 wz:-0.505 cmd=vx:0.330 wz:-0.607
[INFO] [1783012964.451785327] [basic_navigator]: [ 19.1s] dist=4.52m amcl=(-1.29,-1.38 yaw=-1.45rad) odom=(1.71,-1.38 yaw=-1.46rad) nav=vx:0.500 wz:-0.356 cmd=vx:0.500 wz:-0.356
[INFO] [1783012964.654457758] [basic_navigator]: [ 19.3s] dist=4.52m amcl=(-1.28,-1.46 yaw=-1.51rad) odom=(1.72,-1.46 yaw=-1.51rad) nav=vx:0.500 wz:-0.321 cmd=vx:0.500 wz:-0.321
[INFO] [1783012964.856984781] [basic_navigator]: [ 19.5s] dist=4.49m amcl=(-1.28,-1.55 yaw=-1.57rad) odom=(1.72,-1.56 yaw=-1.58rad) nav=vx:0.500 wz:-0.300 cmd=vx:0.500 wz:-0.300
[INFO] [1783012965.059925632] [basic_navigator]: [ 19.7s] dist=4.60m amcl=(-1.28,-1.65 yaw=-1.63rad) odom=(1.72,-1.65 yaw=-1.63rad) nav=vx:0.500 wz:-0.256 cmd=vx:0.500 wz:-0.256
[INFO] [1783012965.262430584] [basic_navigator]: [ 19.9s] dist=4.60m amcl=(-1.29,-1.73 yaw=-1.67rad) odom=(1.71,-1.75 yaw=-1.68rad) nav=vx:0.500 wz:-0.227 cmd=vx:0.500 wz:-0.227
[INFO] [1783012965.465561307] [basic_navigator]: [ 20.1s] dist=4.60m amcl=(-1.30,-1.84 yaw=-1.72rad) odom=(1.70,-1.84 yaw=-1.72rad) nav=vx:0.500 wz:-0.241 cmd=vx:0.500 wz:-0.241
[INFO] [1783012965.668728227] [basic_navigator]: [ 20.3s] dist=4.60m amcl=(-1.32,-1.94 yaw=-1.77rad) odom=(1.68,-1.94 yaw=-1.76rad) nav=vx:0.500 wz:-0.253 cmd=vx:0.500 wz:-0.253
[INFO] [1783012965.871352545] [basic_navigator]: [ 20.5s] dist=4.60m amcl=(-1.34,-2.02 yaw=-1.81rad) odom=(1.66,-2.02 yaw=-1.81rad) nav=vx:0.500 wz:-0.193 cmd=vx:0.500 wz:-0.193
[INFO] [1783012966.073899848] [basic_navigator]: [ 20.7s] dist=4.84m amcl=(-1.36,-2.12 yaw=-1.83rad) odom=(1.64,-2.11 yaw=-1.83rad) nav=vx:0.394 wz:0.019 cmd=vx:0.394 wz:0.019
[INFO] [1783012966.276408657] [basic_navigator]: [ 20.9s] dist=4.84m amcl=(-1.38,-2.16 yaw=-1.81rad) odom=(1.63,-2.16 yaw=-1.81rad) nav=vx:0.095 wz:0.343 cmd=vx:0.095 wz:0.343
[INFO] [1783012966.478923597] [basic_navigator]: [ 21.1s] dist=4.84m amcl=(-1.38,-2.18 yaw=-1.73rad) odom=(1.62,-2.18 yaw=-1.73rad) nav=vx:0.090 wz:0.500 cmd=vx:0.090 wz:0.500
[INFO] [1783012966.681475398] [basic_navigator]: [ 21.3s] dist=4.84m amcl=(-1.38,-2.19 yaw=-1.63rad) odom=(1.62,-2.19 yaw=-1.63rad) nav=vx:0.098 wz:0.705 cmd=vx:0.098 wz:0.705
[INFO] [1783012966.884616159] [basic_navigator]: [ 21.5s] dist=4.84m amcl=(-1.38,-2.22 yaw=-1.48rad) odom=(1.62,-2.21 yaw=-1.48rad) nav=vx:0.121 wz:0.849 cmd=vx:0.121 wz:0.849
